row,col,ch,ro,co,koo,p,i,j,out,ref,diff,match
4,3,24,0,0,1,4,3,8,717382,706641,10741,0
4,3,25,0,0,1,4,3,9,723869,715187,8682,0
4,3,26,0,0,1,4,3,10,723489,723236,253,0
4,3,27,0,0,1,4,3,11,738160,755876,-17716,0
4,3,28,0,0,1,4,3,12,699007,696591,2416,0
4,3,29,0,0,1,4,3,13,730441,737462,-7021,0
4,3,30,0,0,1,4,3,14,675152,676653,-1501,0
4,3,31,0,0,1,4,3,15,718080,707170,10910,0
4,4,16,0,0,1,4,4,0,685878,685878,0,1
4,4,17,0,0,1,4,4,1,707873,707873,0,1
4,4,18,0,0,1,4,4,2,701281,696650,4631,0
4,4,19,0,0,1,4,4,3,729175,736593,-7418,0
4,4,20,0,0,1,4,4,4,708385,707337,1048,0
4,4,21,0,0,1,4,4,5,723159,724911,-1752,0
4,4,22,0,0,1,4,4,6,703265,694484,8781,0
4,4,23,0,0,1,4,4,7,707601,729595,-21994,0
4,4,24,0,0,1,4,4,8,702735,721630,-18895,0
4,4,25,0,0,1,4,4,9,708973,711128,-2155,0
4,4,26,0,0,1,4,4,10,710602,748534,-37932,0
4,4,27,0,0,1,4,4,11,742537,710905,31632,0
4,4,28,0,0,1,4,4,12,708062,724197,-16135,0
4,4,29,0,0,1,4,4,13,742857,749933,-7076,0
4,4,30,0,0,1,4,4,14,683567,696843,-13276,0
4,4,31,0,0,1,4,4,15,688098,700258,-12160,0
4,5,16,0,0,1,4,5,0,664912,664912,0,1
4,5,17,0,0,1,4,5,1,719716,717956,1760,0
4,5,18,0,0,1,4,5,2,666775,662966,3809,0
4,5,19,0,0,1,4,5,3,720587,716040,4547,0
4,5,20,0,0,1,4,5,4,714577,697559,17018,0
4,5,21,0,0,1,4,5,5,689119,694298,-5179,0
4,5,22,0,0,1,4,5,6,710211,719737,-9526,0
4,5,23,0,0,1,4,5,7,710453,696766,13687,0
4,5,24,0,0,1,4,5,8,709930,725426,-15496,0
4,5,25,0,0,1,4,5,9,688831,705271,-16440,0
4,5,26,0,0,1,4,5,10,735108,731520,3588,0
4,5,27,0,0,1,4,5,11,706616,717982,-11366,0
4,5,28,0,0,1,4,5,12,718038,697375,20663,0
4,5,29,0,0,1,4,5,13,739539,739929,-390,0
4,5,30,0,0,1,4,5,14,675559,660971,14588,0
4,5,31,0,0,1,4,5,15,687317,721661,-34344,0
4,6,16,0,0,1,4,6,0,619180,625618,-6438,0
4,6,17,0,0,1,4,6,1,665236,643944,21292,0
4,6,18,0,0,1,4,6,2,637143,625185,11958,0
4,6,19,0,0,1,4,6,3,674439,651645,22794,0
4,6,20,0,0,1,4,6,4,665571,686465,-20894,0
4,6,21,0,0,1,4,6,5,667595,690072,-22477,0
4,6,22,0,0,1,4,6,6,670318,670495,-177,0
4,6,23,0,0,1,4,6,7,688491,699607,-11116,0
4,6,24,0,0,1,4,6,8,671746,683621,-11875,0
4,6,25,0,0,1,4,6,9,660405,658725,1680,0
4,6,26,0,0,1,4,6,10,676315,689999,-13684,0
4,6,27,0,0,1,4,6,11,693451,698744,-5293,0
4,6,28,0,0,1,4,6,12,675817,679329,-3512,0
4,6,29,0,0,1,4,6,13,701150,696959,4191,0
4,6,30,0,0,1,4,6,14,636824,642958,-6134,0
4,6,31,0,0,1,4,6,15,669813,666398,3415,0
5,0,16,0,0,1,5,0,0,655156,647465,7691,0
5,0,17,0,0,1,5,0,1,733612,729283,4329,0
5,0,18,0,0,1,5,0,2,688842,688042,800,0
5,0,19,0,0,1,5,0,3,722884,729528,-6644,0
5,0,20,0,0,1,5,0,4,723818,713657,10161,0
5,0,21,0,0,1,5,0,5,691862,714477,-22615,0
5,0,22,0,0,1,5,0,6,689616,701918,-12302,0
5,0,23,0,0,1,5,0,7,703825,708945,-5120,0
5,0,24,0,0,1,5,0,8,702225,692504,9721,0
5,0,25,0,0,1,5,0,9,734461,705872,28589,0
5,0,26,0,0,1,5,0,10,721469,740745,-19276,0
5,0,27,0,0,1,5,0,11,697340,707055,-9715,0
5,0,28,0,0,1,5,0,12,710030,737303,-27273,0
5,0,29,0,0,1,5,0,13,754096,706348,47748,0
5,0,30,0,0,1,5,0,14,677090,701672,-24582,0
5,0,31,0,0,1,5,0,15,707619,717506,-9887,0
5,1,16,0,0,1,5,1,0,683028,691409,-8381,0
5,1,17,0,0,1,5,1,1,705577,691338,14239,0
5,1,18,0,0,1,5,1,2,689949,673730,16219,0
5,1,19,0,0,1,5,1,3,717923,709634,8289,0
5,1,20,0,0,1,5,1,4,686467,688111,-1644,0
5,1,21,0,0,1,5,1,5,731387,735055,-3668,0
5,1,22,0,0,1,5,1,6,707428,697633,9795,0
5,1,23,0,0,1,5,1,7,690023,717561,-27538,0
5,1,24,0,0,1,5,1,8,690431,713489,-23058,0
5,1,25,0,0,1,5,1,9,684566,692784,-8218,0
5,1,26,0,0,1,5,1,10,709233,710511,-1278,0
5,1,27,0,0,1,5,1,11,701569,721051,-19482,0
5,1,28,0,0,1,5,1,12,733914,705566,28348,0
5,1,29,0,0,1,5,1,13,711628,739331,-27703,0
5,1,30,0,0,1,5,1,14,680935,667389,13546,0
5,1,31,0,0,1,5,1,15,703502,703511,-9,0
5,2,16,0,0,1,5,2,0,646483,634361,12122,0
5,2,17,0,0,1,5,2,1,692844,684004,8840,0
5,2,18,0,0,1,5,2,2,649220,632082,17138,0
5,2,19,0,0,1,5,2,3,699796,702262,-2466,0
5,2,20,0,0,1,5,2,4,660691,670290,-9599,0
5,2,21,0,0,1,5,2,5,698254,701543,-3289,0
5,2,22,0,0,1,5,2,6,691654,694097,-2443,0
5,2,23,0,0,1,5,2,7,707695,693628,14067,0
5,2,24,0,0,1,5,2,8,687155,700246,-13091,0
5,2,25,0,0,1,5,2,9,686025,673281,12744,0
5,2,26,0,0,1,5,2,10,695212,686360,8852,0
5,2,27,0,0,1,5,2,11,696909,701223,-4314,0
5,2,28,0,0,1,5,2,12,697228,680167,17061,0
5,2,29,0,0,1,5,2,13,734728,718990,15738,0
5,2,30,0,0,1,5,2,14,676568,657049,19519,0
5,2,31,0,0,1,5,2,15,673329,694517,-21188,0
5,3,16,0,0,1,5,3,0,682959,679493,3466,0
5,3,17,0,0,1,5,3,1,691720,696510,-4790,0
5,3,18,0,0,1,5,3,2,659171,663689,-4518,0
5,3,19,0,0,1,5,3,3,715645,704176,11469,0
5,3,20,0,0,1,5,3,4,719558,699417,20141,0
5,3,21,0,0,1,5,3,5,704321,699549,4772,0
5,3,22,0,0,1,5,3,6,676678,665203,11475,0
5,3,23,0,0,1,5,3,7,705337,733601,-28264,0
5,3,24,0,0,1,5,3,8,714417,727421,-13004,0
5,3,25,0,0,1,5,3,9,699352,702500,-3148,0
5,3,26,0,0,1,5,3,10,700388,699111,1277,0
5,3,27,0,0,1,5,3,11,720154,688399,31755,0
5,3,28,0,0,1,5,3,12,689092,679607,9485,0
5,3,29,0,0,1,5,3,13,727092,744244,-17152,0
5,3,30,0,0,1,5,3,14,665719,650555,15164,0
5,3,31,0,0,1,5,3,15,717685,712534,5151,0
5,4,16,0,0,1,5,4,0,621999,623874,-1875,0
5,4,17,0,0,1,5,4,1,679283,674892,4391,0
5,4,18,0,0,1,5,4,2,662141,655077,7064,0
5,4,19,0,0,1,5,4,3,697175,689604,7571,0
5,4,20,0,0,1,5,4,4,668936,680137,-11201,0
5,4,21,0,0,1,5,4,5,667301,699980,-32679,0
5,4,22,0,0,1,5,4,6,649644,686325,-36681,0
5,4,23,0,0,1,5,4,7,714276,668429,45847,0
5,4,24,0,0,1,5,4,8,696155,698440,-2285,0
5,4,25,0,0,1,5,4,9,672709,675957,-3248,0
5,4,26,0,0,1,5,4,10,673819,703171,-29352,0
5,4,27,0,0,1,5,4,11,694234,704614,-10380,0
5,4,28,0,0,1,5,4,12,693282,702729,-9447,0
5,4,29,0,0,1,5,4,13,713546,694924,18622,0
5,4,30,0,0,1,5,4,14,645569,672216,-26647,0
5,4,31,0,0,1,5,4,15,684039,675564,8475,0
5,5,16,0,0,1,5,5,0,641129,636855,4274,0
5,5,17,0,0,1,5,5,1,650603,650408,195,0
5,5,18,0,0,1,5,5,2,676623,637034,39589,0
5,5,19,0,0,1,5,5,3,689066,667126,21940,0
5,5,20,0,0,1,5,5,4,655743,672626,-16883,0
5,5,21,0,0,1,5,5,5,681730,686348,-4618,0
5,5,22,0,0,1,5,5,6,678775,678418,357,0
5,5,23,0,0,1,5,5,7,674379,658657,15722,0
5,5,24,0,0,1,5,5,8,670099,693874,-23775,0
5,5,25,0,0,1,5,5,9,672319,655114,17205,0
5,5,26,0,0,1,5,5,10,680931,687533,-6602,0
5,5,27,0,0,1,5,5,11,704429,722369,-17940,0
5,5,28,0,0,1,5,5,12,683090,669430,13660,0
5,5,29,0,0,1,5,5,13,679782,688870,-9088,0
5,5,30,0,0,1,5,5,14,665894,612201,53693,0
5,5,31,0,0,1,5,5,15,662391,674930,-12539,0
5,6,16,0,0,1,5,6,0,651722,643178,8544,0
5,6,17,0,0,1,5,6,1,674361,670525,3836,0
5,6,18,0,0,1,5,6,2,639905,643027,-3122,0
5,6,19,0,0,1,5,6,3,683732,678164,5568,0
5,6,20,0,0,1,5,6,4,665073,660579,4494,0
5,6,21,0,0,1,5,6,5,676500,655486,21014,0
5,6,22,0,0,1,5,6,6,642463,654235,-11772,0
5,6,23,0,0,1,5,6,7,657982,662047,-4065,0
5,6,24,0,0,1,5,6,8,685066,645822,39244,0
5,6,25,0,0,1,5,6,9,672109,671609,500,0
5,6,26,0,0,1,5,6,10,682103,693530,-11427,0
5,6,27,0,0,1,5,6,11,716309,677281,39028,0
5,6,28,0,0,1,5,6,12,662786,664177,-1391,0
5,6,29,0,0,1,5,6,13,680999,687868,-6869,0
5,6,30,0,0,1,5,6,14,615510,641774,-26264,0
5,6,31,0,0,1,5,6,15,670520,659932,10588,0
6,0,16,0,0,1,6,0,0,651051,642855,8196,0
6,0,17,0,0,1,6,0,1,695326,708195,-12869,0
6,0,18,0,0,1,6,0,2,680196,639444,40752,0
6,0,19,0,0,1,6,0,3,724574,723526,1048,0
6,0,20,0,0,1,6,0,4,690320,715929,-25609,0
6,0,21,0,0,1,6,0,5,691388,692744,-1356,0
6,0,22,0,0,1,6,0,6,715449,697429,18020,0
6,0,23,0,0,1,6,0,7,695668,713054,-17386,0
6,0,24,0,0,1,6,0,8,708725,702144,6581,0
6,0,25,0,0,1,6,0,9,690684,685335,5349,0
6,0,26,0,0,1,6,0,10,709534,729077,-19543,0
6,0,27,0,0,1,6,0,11,707406,712156,-4750,0
6,0,28,0,0,1,6,0,12,701701,720814,-19113,0
6,0,29,0,0,1,6,0,13,720189,733761,-13572,0
6,0,30,0,0,1,6,0,14,681381,670745,10636,0
6,0,31,0,0,1,6,0,15,697800,711751,-13951,0
6,1,16,0,0,1,6,1,0,656618,649338,7280,0
6,1,17,0,0,1,6,1,1,694037,685628,8409,0
6,1,18,0,0,1,6,1,2,646660,645441,1219,0
6,1,19,0,0,1,6,1,3,704705,694447,10258,0
6,1,20,0,0,1,6,1,4,680452,673347,7105,0
6,1,21,0,0,1,6,1,5,647160,695272,-48112,0
6,1,22,0,0,1,6,1,6,680998,669002,11996,0
6,1,23,0,0,1,6,1,7,687236,673607,13629,0
6,1,24,0,0,1,6,1,8,705139,714142,-9003,0
6,1,25,0,0,1,6,1,9,671482,660492,10990,0
6,1,26,0,0,1,6,1,10,684868,683544,1324,0
6,1,27,0,0,1,6,1,11,705641,712733,-7092,0
6,1,28,0,0,1,6,1,12,693517,691638,1879,0
6,1,29,0,0,1,6,1,13,728903,730959,-2056,0
6,1,30,0,0,1,6,1,14,643841,660777,-16936,0
6,1,31,0,0,1,6,1,15,691233,684713,6520,0
6,2,16,0,0,1,6,2,0,634048,638487,-4439,0
6,2,17,0,0,1,6,2,1,706662,694042,12620,0
6,2,18,0,0,1,6,2,2,639063,681565,-42502,0
6,2,19,0,0,1,6,2,3,693368,693856,-488,0
6,2,20,0,0,1,6,2,4,661303,672785,-11482,0
6,2,21,0,0,1,6,2,5,682199,697295,-15096,0
6,2,22,0,0,1,6,2,6,661975,682681,-20706,0
6,2,23,0,0,1,6,2,7,652962,667516,-14554,0
6,2,24,0,0,1,6,2,8,695248,676947,18301,0
6,2,25,0,0,1,6,2,9,655950,692010,-36060,0
6,2,26,0,0,1,6,2,10,673846,682001,-8155,0
6,2,27,0,0,1,6,2,11,724886,689312,35574,0
6,2,28,0,0,1,6,2,12,698172,693095,5077,0
6,2,29,0,0,1,6,2,13,730377,720042,10335,0
6,2,30,0,0,1,6,2,14,660143,643149,16994,0
6,2,31,0,0,1,6,2,15,663606,673335,-9729,0
6,3,16,0,0,1,6,3,0,669199,675467,-6268,0
6,3,17,0,0,1,6,3,1,710465,701652,8813,0
6,3,18,0,0,1,6,3,2,685795,689552,-3757,0
6,3,19,0,0,1,6,3,3,739740,704241,35499,0
6,3,20,0,0,1,6,3,4,692883,705294,-12411,0
6,3,21,0,0,1,6,3,5,713092,705194,7898,0
6,3,22,0,0,1,6,3,6,723313,686344,36969,0
6,3,23,0,0,1,6,3,7,696441,706579,-10138,0
6,3,24,0,0,1,6,3,8,690864,703508,-12644,0
6,3,25,0,0,1,6,3,9,700343,711515,-11172,0
6,3,26,0,0,1,6,3,10,696309,707525,-11216,0
6,3,27,0,0,1,6,3,11,735230,708739,26491,0
6,3,28,0,0,1,6,3,12,718044,694924,23120,0
6,3,29,0,0,1,6,3,13,739781,696293,43488,0
6,3,30,0,0,1,6,3,14,662853,673691,-10838,0
6,3,31,0,0,1,6,3,15,678912,695401,-16489,0
6,4,16,0,0,1,6,4,0,661856,669560,-7704,0
6,4,17,0,0,1,6,4,1,731434,692517,38917,0
6,4,18,0,0,1,6,4,2,684520,666981,17539,0
6,4,19,0,0,1,6,4,3,730068,693023,37045,0
6,4,20,0,0,1,6,4,4,679860,707091,-27231,0
6,4,21,0,0,1,6,4,5,683234,733910,-50676,0
6,4,22,0,0,1,6,4,6,670465,717736,-47271,0
6,4,23,0,0,1,6,4,7,694555,685399,9156,0
6,4,24,0,0,1,6,4,8,702046,715061,-13015,0
6,4,25,0,0,1,6,4,9,706956,712269,-5313,0
6,4,26,0,0,1,6,4,10,715219,725415,-10196,0
6,4,27,0,0,1,6,4,11,720961,745984,-25023,0
6,4,28,0,0,1,6,4,12,698990,696036,2954,0
6,4,29,0,0,1,6,4,13,702891,706720,-3829,0
6,4,30,0,0,1,6,4,14,693545,660713,32832,0
6,4,31,0,0,1,6,4,15,682387,708847,-26460,0
6,5,16,0,0,1,6,5,0,660421,661927,-1506,0
6,5,17,0,0,1,6,5,1,709682,688676,21006,0
6,5,18,0,0,1,6,5,2,664657,678945,-14288,0
6,5,19,0,0,1,6,5,3,697415,703694,-6279,0
6,5,20,0,0,1,6,5,4,683544,695979,-12435,0
6,5,21,0,0,1,6,5,5,732775,718225,14550,0
6,5,22,0,0,1,6,5,6,712539,704851,7688,0
6,5,23,0,0,1,6,5,7,680964,684213,-3249,0
6,5,24,0,0,1,6,5,8,695834,693993,1841,0
6,5,25,0,0,1,6,5,9,715190,715435,-245,0
6,5,26,0,0,1,6,5,10,709227,698365,10862,0
6,5,27,0,0,1,6,5,11,748792,722895,25897,0
6,5,28,0,0,1,6,5,12,698266,690078,8188,0
6,5,29,0,0,1,6,5,13,720229,736056,-15827,0
6,5,30,0,0,1,6,5,14,663488,655996,7492,0
6,5,31,0,0,1,6,5,15,688182,692235,-4053,0
6,6,16,0,0,1,6,6,0,676855,660191,16664,0
6,6,17,0,0,1,6,6,1,699398,683433,15965,0
6,6,18,0,0,1,6,6,2,681331,703890,-22559,0
6,6,19,0,0,1,6,6,3,732325,707129,25196,0
6,6,20,0,0,1,6,6,4,685016,691498,-6482,0
6,6,21,0,0,1,6,6,5,730328,712952,17376,0
6,6,22,0,0,1,6,6,6,715391,703278,12113,0
6,6,23,0,0,1,6,6,7,694118,680544,13574,0
6,6,24,0,0,1,6,6,8,696257,741497,-45240,0
6,6,25,0,0,1,6,6,9,701944,695797,6147,0
6,6,26,0,0,1,6,6,10,695431,739361,-43930,0
6,6,27,0,0,1,6,6,11,738669,722726,15943,0
6,6,28,0,0,1,6,6,12,713900,681633,32267,0
6,6,29,0,0,1,6,6,13,715051,733789,-18738,0
6,6,30,0,0,1,6,6,14,669555,645024,24531,0
6,6,31,0,0,1,6,6,15,708836,722189,-13353,0
0,7,0,0,1,0,0,0,0,697597,697597,0,1
0,7,1,0,1,0,0,0,1,706457,706457,0,1
0,7,2,0,1,0,0,0,2,674947,674947,0,1
0,7,3,0,1,0,0,0,3,702401,702401,0,1
0,7,4,0,1,0,0,0,4,711365,711365,0,1
0,7,5,0,1,0,0,0,5,662280,662280,0,1
0,7,6,0,1,0,0,0,6,650147,650147,0,1
0,7,7,0,1,0,0,0,7,721996,721996,0,1
0,7,8,0,1,0,0,0,8,691935,691935,0,1
0,7,9,0,1,0,0,0,9,683849,683849,0,1
0,7,10,0,1,0,0,0,10,669396,669396,0,1
0,7,11,0,1,0,0,0,11,659829,659829,0,1
0,7,12,0,1,0,0,0,12,738410,738410,0,1
0,7,13,0,1,0,0,0,13,693890,693890,0,1
0,7,14,0,1,0,0,0,14,679697,679697,0,1
0,7,15,0,1,0,0,0,15,679539,679539,0,1
0,8,0,0,1,0,0,1,0,711472,711472,0,1
0,8,1,0,1,0,0,1,1,717081,717081,0,1
0,8,2,0,1,0,0,1,2,709730,709730,0,1
0,8,3,0,1,0,0,1,3,690916,690916,0,1
0,8,4,0,1,0,0,1,4,693811,693811,0,1
0,8,5,0,1,0,0,1,5,689481,689481,0,1
0,8,6,0,1,0,0,1,6,684761,684761,0,1
0,8,7,0,1,0,0,1,7,737948,737948,0,1
0,8,8,0,1,0,0,1,8,703040,703040,0,1
0,8,9,0,1,0,0,1,9,700134,700134,0,1
0,8,10,0,1,0,0,1,10,727393,727393,0,1
0,8,11,0,1,0,0,1,11,674606,674606,0,1
0,8,12,0,1,0,0,1,12,701193,701193,0,1
0,8,13,0,1,0,0,1,13,697677,697677,0,1
0,8,14,0,1,0,0,1,14,660336,660336,0,1
0,8,15,0,1,0,0,1,15,706203,706203,0,1
0,9,0,0,1,0,0,2,0,732072,732072,0,1
0,9,1,0,1,0,0,2,1,729061,729061,0,1
0,9,2,0,1,0,0,2,2,712604,712604,0,1
0,9,3,0,1,0,0,2,3,694894,694894,0,1
0,9,4,0,1,0,0,2,4,754571,754571,0,1
0,9,5,0,1,0,0,2,5,714849,714849,0,1
0,9,6,0,1,0,0,2,6,669972,669972,0,1
0,9,7,0,1,0,0,2,7,751917,751917,0,1
0,9,8,0,1,0,0,2,8,704670,704670,0,1
0,9,9,0,1,0,0,2,9,698437,698437,0,1
0,9,10,0,1,0,0,2,10,711367,711367,0,1
0,9,11,0,1,0,0,2,11,679513,679513,0,1
0,9,12,0,1,0,0,2,12,720518,720518,0,1
0,9,13,0,1,0,0,2,13,712666,712666,0,1
0,9,14,0,1,0,0,2,14,703293,703293,0,1
0,9,15,0,1,0,0,2,15,711002,711002,0,1
0,10,0,0,1,0,0,3,0,752218,752218,0,1
0,10,1,0,1,0,0,3,1,723968,723968,0,1
0,10,2,0,1,0,0,3,2,716201,716201,0,1
0,10,3,0,1,0,0,3,3,686699,686699,0,1
0,10,4,0,1,0,0,3,4,710287,710287,0,1
0,10,5,0,1,0,0,3,5,696469,696469,0,1
0,10,6,0,1,0,0,3,6,670244,670244,0,1
0,10,7,0,1,0,0,3,7,753980,753980,0,1
0,10,8,0,1,0,0,3,8,719113,719113,0,1
0,10,9,0,1,0,0,3,9,697393,697393,0,1
0,10,10,0,1,0,0,3,10,685306,685306,0,1
0,10,11,0,1,0,0,3,11,684756,684756,0,1
0,10,12,0,1,0,0,3,12,743183,743183,0,1
0,10,13,0,1,0,0,3,13,692755,692755,0,1
0,10,14,0,1,0,0,3,14,690668,690668,0,1
0,10,15,0,1,0,0,3,15,716208,716208,0,1
0,11,0,0,1,0,0,4,0,761682,761682,0,1
0,11,1,0,1,0,0,4,1,711252,711252,0,1
0,11,2,0,1,0,0,4,2,726758,726758,0,1
0,11,3,0,1,0,0,4,3,704924,704924,0,1
0,11,4,0,1,0,0,4,4,753146,753146,0,1
0,11,5,0,1,0,0,4,5,707355,707355,0,1
0,11,6,0,1,0,0,4,6,676206,676206,0,1
0,11,7,0,1,0,0,4,7,751952,751952,0,1
0,11,8,0,1,0,0,4,8,728500,728500,0,1
0,11,9,0,1,0,0,4,9,740699,740699,0,1
0,11,10,0,1,0,0,4,10,727706,727706,0,1
0,11,11,0,1,0,0,4,11,686114,686114,0,1
0,11,12,0,1,0,0,4,12,757412,757412,0,1
0,11,13,0,1,0,0,4,13,702476,702476,0,1
0,11,14,0,1,0,0,4,14,706069,706069,0,1
0,11,15,0,1,0,0,4,15,709031,709031,0,1
0,12,0,0,1,0,0,5,0,772762,772762,0,1
0,12,1,0,1,0,0,5,1,740321,740321,0,1
0,12,2,0,1,0,0,5,2,740826,740826,0,1
0,12,3,0,1,0,0,5,3,731689,731689,0,1
0,12,4,0,1,0,0,5,4,725822,725822,0,1
0,12,5,0,1,0,0,5,5,699454,699454,0,1
0,12,6,0,1,0,0,5,6,677367,677367,0,1
0,12,7,0,1,0,0,5,7,751265,751265,0,1
0,12,8,0,1,0,0,5,8,744814,744814,0,1
0,12,9,0,1,0,0,5,9,738561,738561,0,1
0,12,10,0,1,0,0,5,10,745594,745594,0,1
0,12,11,0,1,0,0,5,11,692725,692725,0,1
0,12,12,0,1,0,0,5,12,771730,771730,0,1
0,12,13,0,1,0,0,5,13,729942,729942,0,1
0,12,14,0,1,0,0,5,14,691312,691312,0,1
0,12,15,0,1,0,0,5,15,720405,720405,0,1
0,13,0,0,1,0,0,6,0,754522,754522,0,1
0,13,1,0,1,0,0,6,1,756750,756750,0,1
0,13,2,0,1,0,0,6,2,736570,736570,0,1
0,13,3,0,1,0,0,6,3,703967,703967,0,1
0,13,4,0,1,0,0,6,4,790331,790331,0,1
0,13,5,0,1,0,0,6,5,709619,709619,0,1
0,13,6,0,1,0,0,6,6,697858,697858,0,1
0,13,7,0,1,0,0,6,7,756936,756936,0,1
0,13,8,0,1,0,0,6,8,734950,734950,0,1
0,13,9,0,1,0,0,6,9,718427,718427,0,1
0,13,10,0,1,0,0,6,10,731971,731971,0,1
0,13,11,0,1,0,0,6,11,666047,666047,0,1
0,13,12,0,1,0,0,6,12,767944,767944,0,1
0,13,13,0,1,0,0,6,13,729379,729379,0,1
0,13,14,0,1,0,0,6,14,694477,694477,0,1
0,13,15,0,1,0,0,6,15,713984,713984,0,1
1,7,0,0,1,0,1,0,0,700764,700764,0,1
1,7,1,0,1,0,1,0,1,675126,675126,0,1
1,7,2,0,1,0,1,0,2,660302,660302,0,1
1,7,3,0,1,0,1,0,3,675049,675049,0,1
1,7,4,0,1,0,1,0,4,669319,669319,0,1
1,7,5,0,1,0,1,0,5,656612,656612,0,1
1,7,6,0,1,0,1,0,6,638546,638546,0,1
1,7,7,0,1,0,1,0,7,723833,723833,0,1
1,7,8,0,1,0,1,0,8,693223,693223,0,1
1,7,9,0,1,0,1,0,9,645556,645556,0,1
1,7,10,0,1,0,1,0,10,658896,658896,0,1
1,7,11,0,1,0,1,0,11,640856,640856,0,1
1,7,12,0,1,0,1,0,12,682160,682160,0,1
1,7,13,0,1,0,1,0,13,636928,636928,0,1
1,7,14,0,1,0,1,0,14,643352,643352,0,1
1,7,15,0,1,0,1,0,15,662180,662180,0,1
1,8,0,0,1,0,1,1,0,661170,661170,0,1
1,8,1,0,1,0,1,1,1,680652,680652,0,1
1,8,2,0,1,0,1,1,2,663448,663448,0,1
1,8,3,0,1,0,1,1,3,667183,667183,0,1
1,8,4,0,1,0,1,1,4,689476,689476,0,1
1,8,5,0,1,0,1,1,5,662985,662985,0,1
1,8,6,0,1,0,1,1,6,627921,627921,0,1
1,8,7,0,1,0,1,1,7,719314,719314,0,1
1,8,8,0,1,0,1,1,8,654028,654028,0,1
1,8,9,0,1,0,1,1,9,637847,637847,0,1
1,8,10,0,1,0,1,1,10,683397,683397,0,1
1,8,11,0,1,0,1,1,11,629445,629445,0,1
1,8,12,0,1,0,1,1,12,686445,686445,0,1
1,8,13,0,1,0,1,1,13,644084,644084,0,1
1,8,14,0,1,0,1,1,14,656983,656983,0,1
1,8,15,0,1,0,1,1,15,685801,685801,0,1
1,9,0,0,1,0,1,2,0,721990,721990,0,1
1,9,1,0,1,0,1,2,1,665264,665264,0,1
1,9,2,0,1,0,1,2,2,683405,683405,0,1
1,9,3,0,1,0,1,2,3,662258,662258,0,1
1,9,4,0,1,0,1,2,4,697090,697090,0,1
1,9,5,0,1,0,1,2,5,688980,688980,0,1
1,9,6,0,1,0,1,2,6,637076,637076,0,1
1,9,7,0,1,0,1,2,7,736039,736039,0,1
1,9,8,0,1,0,1,2,8,675827,675827,0,1
1,9,9,0,1,0,1,2,9,681588,681588,0,1
1,9,10,0,1,0,1,2,10,646625,646625,0,1
1,9,11,0,1,0,1,2,11,654365,654365,0,1
1,9,12,0,1,0,1,2,12,695288,695288,0,1
1,9,13,0,1,0,1,2,13,677068,677068,0,1
1,9,14,0,1,0,1,2,14,668781,668781,0,1
1,9,15,0,1,0,1,2,15,671958,671958,0,1
1,10,0,0,1,0,1,3,0,731421,731421,0,1
1,10,1,0,1,0,1,3,1,731176,731176,0,1
1,10,2,0,1,0,1,3,2,727826,727826,0,1
1,10,3,0,1,0,1,3,3,708303,708303,0,1
1,10,4,0,1,0,1,3,4,752000,752000,0,1
1,10,5,0,1,0,1,3,5,705908,705908,0,1
1,10,6,0,1,0,1,3,6,685310,685310,0,1
1,10,7,0,1,0,1,3,7,786839,786839,0,1
1,10,8,0,1,0,1,3,8,717578,717578,0,1
1,10,9,0,1,0,1,3,9,730597,730597,0,1
1,10,10,0,1,0,1,3,10,750693,750693,0,1
1,10,11,0,1,0,1,3,11,686740,686740,0,1
1,10,12,0,1,0,1,3,12,724420,724420,0,1
1,10,13,0,1,0,1,3,13,707903,707903,0,1
1,10,14,0,1,0,1,3,14,723386,723386,0,1
1,10,15,0,1,0,1,3,15,726408,726408,0,1
1,11,0,0,1,0,1,4,0,758447,758447,0,1
1,11,1,0,1,0,1,4,1,729245,729245,0,1
1,11,2,0,1,0,1,4,2,715016,715016,0,1
1,11,3,0,1,0,1,4,3,688766,688766,0,1
1,11,4,0,1,0,1,4,4,711842,711842,0,1
1,11,5,0,1,0,1,4,5,713018,713018,0,1
1,11,6,0,1,0,1,4,6,668992,668992,0,1
1,11,7,0,1,0,1,4,7,756460,756460,0,1
1,11,8,0,1,0,1,4,8,696111,696111,0,1
1,11,9,0,1,0,1,4,9,723330,723330,0,1
1,11,10,0,1,0,1,4,10,701746,701746,0,1
1,11,11,0,1,0,1,4,11,693204,693204,0,1
1,11,12,0,1,0,1,4,12,723259,723259,0,1
1,11,13,0,1,0,1,4,13,719077,719077,0,1
1,11,14,0,1,0,1,4,14,693331,693331,0,1
1,11,15,0,1,0,1,4,15,726612,726612,0,1
1,12,0,0,1,0,1,5,0,767719,767719,0,1
1,12,1,0,1,0,1,5,1,765754,765754,0,1
1,12,2,0,1,0,1,5,2,740470,740470,0,1
1,12,3,0,1,0,1,5,3,740673,740673,0,1
1,12,4,0,1,0,1,5,4,783913,783913,0,1
1,12,5,0,1,0,1,5,5,735649,735649,0,1
1,12,6,0,1,0,1,5,6,714821,714821,0,1
1,12,7,0,1,0,1,5,7,815107,815107,0,1
1,12,8,0,1,0,1,5,8,759652,759652,0,1
1,12,9,0,1,0,1,5,9,772321,772321,0,1
1,12,10,0,1,0,1,5,10,770250,770250,0,1
1,12,11,0,1,0,1,5,11,732439,732439,0,1
