row,col,ch,ro,co,koo,p,i,j,out,ref,diff,match
6,8,28,0,1,1,6,1,12,783881,760770,23111,0
6,8,29,0,1,1,6,1,13,819455,779090,40365,0
6,8,30,0,1,1,6,1,14,756846,744370,12476,0
6,8,31,0,1,1,6,1,15,787289,747944,39345,0
6,9,16,0,1,1,6,2,0,739054,723513,15541,0
6,9,17,0,1,1,6,2,1,768763,723891,44872,0
6,9,18,0,1,1,6,2,2,767376,756529,10847,0
6,9,19,0,1,1,6,2,3,790298,769839,20459,0
6,9,20,0,1,1,6,2,4,760136,784694,-24558,0
6,9,21,0,1,1,6,2,5,770105,777164,-7059,0
6,9,22,0,1,1,6,2,6,776853,741399,35454,0
6,9,23,0,1,1,6,2,7,748852,775607,-26755,0
6,9,24,0,1,1,6,2,8,767097,769755,-2658,0
6,9,25,0,1,1,6,2,9,764491,757952,6539,0
6,9,26,0,1,1,6,2,10,803771,802451,1320,0
6,9,27,0,1,1,6,2,11,768859,787482,-18623,0
6,9,28,0,1,1,6,2,12,764146,775104,-10958,0
6,9,29,0,1,1,6,2,13,768315,793897,-25582,0
6,9,30,0,1,1,6,2,14,747374,718288,29086,0
6,9,31,0,1,1,6,2,15,733835,760783,-26948,0
6,10,16,0,1,1,6,3,0,681568,688416,-6848,0
6,10,17,0,1,1,6,3,1,724157,706677,17480,0
6,10,18,0,1,1,6,3,2,695810,690061,5749,0
6,10,19,0,1,1,6,3,3,728484,739684,-11200,0
6,10,20,0,1,1,6,3,4,723222,706564,16658,0
6,10,21,0,1,1,6,3,5,732652,728431,4221,0
6,10,22,0,1,1,6,3,6,702426,694837,7589,0
6,10,23,0,1,1,6,3,7,709179,718288,-9109,0
6,10,24,0,1,1,6,3,8,700725,719030,-18305,0
6,10,25,0,1,1,6,3,9,709517,706074,3443,0
6,10,26,0,1,1,6,3,10,740295,737483,2812,0
6,10,27,0,1,1,6,3,11,753089,715329,37760,0
6,10,28,0,1,1,6,3,12,705912,716069,-10157,0
6,10,29,0,1,1,6,3,13,748740,728643,20097,0
6,10,30,0,1,1,6,3,14,662648,725957,-63309,0
6,10,31,0,1,1,6,3,15,708565,692477,16088,0
6,11,16,0,1,1,6,4,0,669300,654741,14559,0
6,11,17,0,1,1,6,4,1,678183,709791,-31608,0
6,11,18,0,1,1,6,4,2,666576,695008,-28432,0
6,11,19,0,1,1,6,4,3,715443,696107,19336,0
6,11,20,0,1,1,6,4,4,699826,686869,12957,0
6,11,21,0,1,1,6,4,5,730348,710969,19379,0
6,11,22,0,1,1,6,4,6,683421,682759,662,0
6,11,23,0,1,1,6,4,7,708216,681536,26680,0
6,11,24,0,1,1,6,4,8,696813,682931,13882,0
6,11,25,0,1,1,6,4,9,693476,698842,-5366,0
6,11,26,0,1,1,6,4,10,700633,704604,-3971,0
6,11,27,0,1,1,6,4,11,719458,729201,-9743,0
6,11,28,0,1,1,6,4,12,690285,685168,5117,0
6,11,29,0,1,1,6,4,13,725889,727186,-1297,0
6,11,30,0,1,1,6,4,14,711057,670183,40874,0
6,11,31,0,1,1,6,4,15,675888,696315,-20427,0
6,12,16,0,1,1,6,5,0,667032,650290,16742,0
6,12,17,0,1,1,6,5,1,690783,673868,16915,0
6,12,18,0,1,1,6,5,2,693185,669780,23405,0
6,12,19,0,1,1,6,5,3,708615,715390,-6775,0
6,12,20,0,1,1,6,5,4,677198,693350,-16152,0
6,12,21,0,1,1,6,5,5,702619,720101,-17482,0
6,12,22,0,1,1,6,5,6,681209,703033,-21824,0
6,12,23,0,1,1,6,5,7,709943,706678,3265,0
6,12,24,0,1,1,6,5,8,660237,692366,-32129,0
6,12,25,0,1,1,6,5,9,688008,696051,-8043,0
6,12,26,0,1,1,6,5,10,710887,736623,-25736,0
6,12,27,0,1,1,6,5,11,731949,715678,16271,0
6,12,28,0,1,1,6,5,12,677652,684570,-6918,0
6,12,29,0,1,1,6,5,13,732295,702146,30149,0
6,12,30,0,1,1,6,5,14,670500,644901,25599,0
6,12,31,0,1,1,6,5,15,698363,678419,19944,0
6,13,16,0,1,1,6,6,0,658923,675428,-16505,0
6,13,17,0,1,1,6,6,1,723198,708969,14229,0
6,13,18,0,1,1,6,6,2,722667,693490,29177,0
6,13,19,0,1,1,6,6,3,739949,722249,17700,0
6,13,20,0,1,1,6,6,4,704558,707265,-2707,0
6,13,21,0,1,1,6,6,5,742481,742323,158,0
6,13,22,0,1,1,6,6,6,721177,693917,27260,0
6,13,23,0,1,1,6,6,7,718947,726077,-7130,0
6,13,24,0,1,1,6,6,8,709441,715321,-5880,0
6,13,25,0,1,1,6,6,9,729279,693122,36157,0
6,13,26,0,1,1,6,6,10,755669,768547,-12878,0
6,13,27,0,1,1,6,6,11,744073,740748,3325,0
6,13,28,0,1,1,6,6,12,697205,753525,-56320,0
6,13,29,0,1,1,6,6,13,727316,782904,-55588,0
6,13,30,0,1,1,6,6,14,671703,686438,-14735,0
6,13,31,0,1,1,6,6,15,703430,733120,-29690,0
7,0,0,1,0,0,0,0,0,739855,739855,0,1
7,0,1,1,0,0,0,0,1,716427,716427,0,1
7,0,2,1,0,0,0,0,2,703143,703143,0,1
7,0,3,1,0,0,0,0,3,704115,704115,0,1
7,0,4,1,0,0,0,0,4,696819,696819,0,1
7,0,5,1,0,0,0,0,5,672640,672640,0,1
7,0,6,1,0,0,0,0,6,656278,656278,0,1
7,0,7,1,0,0,0,0,7,731922,731922,0,1
7,0,8,1,0,0,0,0,8,720211,720211,0,1
7,0,9,1,0,0,0,0,9,699696,699696,0,1
7,0,10,1,0,0,0,0,10,712085,712085,0,1
7,0,11,1,0,0,0,0,11,678354,678354,0,1
7,0,12,1,0,0,0,0,12,725340,725340,0,1
7,0,13,1,0,0,0,0,13,723307,723307,0,1
7,0,14,1,0,0,0,0,14,671134,671134,0,1
7,0,15,1,0,0,0,0,15,716953,716953,0,1
7,1,0,1,0,0,0,1,0,746427,746427,0,1
7,1,1,1,0,0,0,1,1,729150,729150,0,1
7,1,2,1,0,0,0,1,2,668108,668108,0,1
7,1,3,1,0,0,0,1,3,710685,710685,0,1
7,1,4,1,0,0,0,1,4,706681,706681,0,1
7,1,5,1,0,0,0,1,5,653639,653639,0,1
7,1,6,1,0,0,0,1,6,636876,636876,0,1
7,1,7,1,0,0,0,1,7,741309,741309,0,1
7,1,8,1,0,0,0,1,8,687417,687417,0,1
7,1,9,1,0,0,0,1,9,695915,695915,0,1
7,1,10,1,0,0,0,1,10,708356,708356,0,1
7,1,11,1,0,0,0,1,11,666671,666671,0,1
7,1,12,1,0,0,0,1,12,706160,706160,0,1
7,1,13,1,0,0,0,1,13,692774,692774,0,1
7,1,14,1,0,0,0,1,14,663147,663147,0,1
7,1,15,1,0,0,0,1,15,669100,669100,0,1
7,2,0,1,0,0,0,2,0,697021,697021,0,1
7,2,1,1,0,0,0,2,1,672348,672348,0,1
7,2,2,1,0,0,0,2,2,661011,661011,0,1
7,2,3,1,0,0,0,2,3,647803,647803,0,1
7,2,4,1,0,0,0,2,4,668656,668656,0,1
7,2,5,1,0,0,0,2,5,642195,642195,0,1
7,2,6,1,0,0,0,2,6,610568,610568,0,1
7,2,7,1,0,0,0,2,7,680112,680112,0,1
7,2,8,1,0,0,0,2,8,644479,644479,0,1
7,2,9,1,0,0,0,2,9,637475,637475,0,1
7,2,10,1,0,0,0,2,10,668252,668252,0,1
7,2,11,1,0,0,0,2,11,618663,618663,0,1
7,2,12,1,0,0,0,2,12,656244,656244,0,1
7,2,13,1,0,0,0,2,13,660755,660755,0,1
7,2,14,1,0,0,0,2,14,628846,628846,0,1
7,2,15,1,0,0,0,2,15,645185,645185,0,1
7,3,0,1,0,0,0,3,0,706765,706765,0,1
7,3,1,1,0,0,0,3,1,706894,706894,0,1
7,3,2,1,0,0,0,3,2,668925,668925,0,1
7,3,3,1,0,0,0,3,3,671953,671953,0,1
7,3,4,1,0,0,0,3,4,682782,682782,0,1
7,3,5,1,0,0,0,3,5,669541,669541,0,1
7,3,6,1,0,0,0,3,6,652398,652398,0,1
7,3,7,1,0,0,0,3,7,730671,730671,0,1
7,3,8,1,0,0,0,3,8,699715,699715,0,1
7,3,9,1,0,0,0,3,9,653251,653251,0,1
7,3,10,1,0,0,0,3,10,681728,681728,0,1
7,3,11,1,0,0,0,3,11,624830,624830,0,1
7,3,12,1,0,0,0,3,12,694541,694541,0,1
7,3,13,1,0,0,0,3,13,662882,662882,0,1
7,3,14,1,0,0,0,3,14,656949,656949,0,1
7,3,15,1,0,0,0,3,15,677493,677493,0,1
7,4,0,1,0,0,0,4,0,741817,741817,0,1
7,4,1,1,0,0,0,4,1,693100,693100,0,1
7,4,2,1,0,0,0,4,2,708440,708440,0,1
7,4,3,1,0,0,0,4,3,684788,684788,0,1
7,4,4,1,0,0,0,4,4,709464,709464,0,1
7,4,5,1,0,0,0,4,5,698777,698777,0,1
7,4,6,1,0,0,0,4,6,639633,639633,0,1
7,4,7,1,0,0,0,4,7,722755,722755,0,1
7,4,8,1,0,0,0,4,8,705627,705627,0,1
7,4,9,1,0,0,0,4,9,682069,682069,0,1
7,4,10,1,0,0,0,4,10,691512,691512,0,1
7,4,11,1,0,0,0,4,11,675398,675398,0,1
7,4,12,1,0,0,0,4,12,715393,715393,0,1
7,4,13,1,0,0,0,4,13,671354,671354,0,1
7,4,14,1,0,0,0,4,14,669713,669713,0,1
7,4,15,1,0,0,0,4,15,685456,685456,0,1
7,5,0,1,0,0,0,5,0,700687,700687,0,1
7,5,1,1,0,0,0,5,1,704266,704266,0,1
7,5,2,1,0,0,0,5,2,691447,691447,0,1
7,5,3,1,0,0,0,5,3,670682,670682,0,1
7,5,4,1,0,0,0,5,4,713471,713471,0,1
7,5,5,1,0,0,0,5,5,669887,669887,0,1
7,5,6,1,0,0,0,5,6,633941,633941,0,1
7,5,7,1,0,0,0,5,7,728268,728268,0,1
7,5,8,1,0,0,0,5,8,717855,717855,0,1
7,5,9,1,0,0,0,5,9,719375,719375,0,1
7,5,10,1,0,0,0,5,10,685222,685222,0,1
7,5,11,1,0,0,0,5,11,667458,667458,0,1
7,5,12,1,0,0,0,5,12,740556,740556,0,1
7,5,13,1,0,0,0,5,13,688099,688099,0,1
7,5,14,1,0,0,0,5,14,692971,692971,0,1
7,5,15,1,0,0,0,5,15,683176,683176,0,1
7,6,0,1,0,0,0,6,0,759888,759888,0,1
7,6,1,1,0,0,0,6,1,730596,730596,0,1
7,6,2,1,0,0,0,6,2,699898,699898,0,1
7,6,3,1,0,0,0,6,3,675737,675737,0,1
7,6,4,1,0,0,0,6,4,702849,702849,0,1
7,6,5,1,0,0,0,6,5,707465,707465,0,1
7,6,6,1,0,0,0,6,6,653450,653450,0,1
7,6,7,1,0,0,0,6,7,727037,727037,0,1
7,6,8,1,0,0,0,6,8,665857,665857,0,1
7,6,9,1,0,0,0,6,9,722633,722633,0,1
7,6,10,1,0,0,0,6,10,701246,701246,0,1
7,6,11,1,0,0,0,6,11,662880,662880,0,1
7,6,12,1,0,0,0,6,12,725880,725880,0,1
7,6,13,1,0,0,0,6,13,693192,693192,0,1
7,6,14,1,0,0,0,6,14,694421,694421,0,1
7,6,15,1,0,0,0,6,15,720819,720819,0,1
8,0,0,1,0,0,1,0,0,720439,720439,0,1
8,0,1,1,0,0,1,0,1,722866,722866,0,1
8,0,2,1,0,0,1,0,2,707123,707123,0,1
8,0,3,1,0,0,1,0,3,679781,679781,0,1
8,0,4,1,0,0,1,0,4,712465,712465,0,1
8,0,5,1,0,0,1,0,5,673986,673986,0,1
8,0,6,1,0,0,1,0,6,647304,647304,0,1
8,0,7,1,0,0,1,0,7,755690,755690,0,1
8,0,8,1,0,0,1,0,8,687123,687123,0,1
8,0,9,1,0,0,1,0,9,685464,685464,0,1
8,0,10,1,0,0,1,0,10,716901,716901,0,1
8,0,11,1,0,0,1,0,11,665558,665558,0,1
8,0,12,1,0,0,1,0,12,730885,730885,0,1
8,0,13,1,0,0,1,0,13,686734,686734,0,1
8,0,14,1,0,0,1,0,14,683492,683492,0,1
8,0,15,1,0,0,1,0,15,721272,721272,0,1
8,1,0,1,0,0,1,1,0,703659,703659,0,1
8,1,1,1,0,0,1,1,1,687830,687830,0,1
8,1,2,1,0,0,1,1,2,676134,676134,0,1
8,1,3,1,0,0,1,1,3,670122,670122,0,1
8,1,4,1,0,0,1,1,4,689776,689776,0,1
8,1,5,1,0,0,1,1,5,655651,655651,0,1
8,1,6,1,0,0,1,1,6,632102,632102,0,1
8,1,7,1,0,0,1,1,7,747407,747407,0,1
8,1,8,1,0,0,1,1,8,669757,669757,0,1
8,1,9,1,0,0,1,1,9,665187,665187,0,1
8,1,10,1,0,0,1,1,10,698734,698734,0,1
8,1,11,1,0,0,1,1,11,633642,633642,0,1
8,1,12,1,0,0,1,1,12,683718,683718,0,1
8,1,13,1,0,0,1,1,13,666075,666075,0,1
8,1,14,1,0,0,1,1,14,653835,653835,0,1
8,1,15,1,0,0,1,1,15,659044,659044,0,1
8,2,0,1,0,0,1,2,0,677016,677016,0,1
8,2,1,1,0,0,1,2,1,686292,686292,0,1
8,2,2,1,0,0,1,2,2,640554,640554,0,1
8,2,3,1,0,0,1,2,3,651614,651614,0,1
8,2,4,1,0,0,1,2,4,672053,672053,0,1
8,2,5,1,0,0,1,2,5,667400,667400,0,1
8,2,6,1,0,0,1,2,6,619294,619294,0,1
8,2,7,1,0,0,1,2,7,701341,701341,0,1
8,2,8,1,0,0,1,2,8,667747,667747,0,1
8,2,9,1,0,0,1,2,9,679125,679125,0,1
8,2,10,1,0,0,1,2,10,664171,664171,0,1
8,2,11,1,0,0,1,2,11,638529,638529,0,1
8,2,12,1,0,0,1,2,12,699273,699273,0,1
8,2,13,1,0,0,1,2,13,659016,659016,0,1
8,2,14,1,0,0,1,2,14,639633,639633,0,1
8,2,15,1,0,0,1,2,15,656901,656901,0,1
8,3,0,1,0,0,1,3,0,705283,705283,0,1
8,3,1,1,0,0,1,3,1,670525,670525,0,1
8,3,2,1,0,0,1,3,2,709063,709063,0,1
8,3,3,1,0,0,1,3,3,692951,692951,0,1
8,3,4,1,0,0,1,3,4,724245,724245,0,1
8,3,5,1,0,0,1,3,5,670478,670478,0,1
8,3,6,1,0,0,1,3,6,658883,658883,0,1
8,3,7,1,0,0,1,3,7,746137,746137,0,1
8,3,8,1,0,0,1,3,8,720772,720772,0,1
8,3,9,1,0,0,1,3,9,701725,701725,0,1
8,3,10,1,0,0,1,3,10,705112,705112,0,1
8,3,11,1,0,0,1,3,11,654123,654123,0,1
8,3,12,1,0,0,1,3,12,731639,731639,0,1
8,3,13,1,0,0,1,3,13,697847,697847,0,1
8,3,14,1,0,0,1,3,14,647821,647821,0,1
8,3,15,1,0,0,1,3,15,705080,705080,0,1
8,4,0,1,0,0,1,4,0,751674,751674,0,1
8,4,1,1,0,0,1,4,1,729588,729588,0,1
8,4,2,1,0,0,1,4,2,707905,707905,0,1
8,4,3,1,0,0,1,4,3,699413,699413,0,1
8,4,4,1,0,0,1,4,4,744955,744955,0,1
8,4,5,1,0,0,1,4,5,692690,692690,0,1
8,4,6,1,0,0,1,4,6,680149,680149,0,1
8,4,7,1,0,0,1,4,7,744670,744670,0,1
8,4,8,1,0,0,1,4,8,720658,720658,0,1
8,4,9,1,0,0,1,4,9,704373,704373,0,1
8,4,10,1,0,0,1,4,10,721880,721880,0,1
8,4,11,1,0,0,1,4,11,666217,666217,0,1
8,4,12,1,0,0,1,4,12,715364,715364,0,1
8,4,13,1,0,0,1,4,13,704974,704974,0,1
8,4,14,1,0,0,1,4,14,680467,680467,0,1
8,4,15,1,0,0,1,4,15,690441,690441,0,1
8,5,0,1,0,0,1,5,0,742967,742967,0,1
8,5,1,1,0,0,1,5,1,739127,739127,0,1
8,5,2,1,0,0,1,5,2,726689,726689,0,1
8,5,3,1,0,0,1,5,3,698909,698909,0,1
8,5,4,1,0,0,1,5,4,745010,745010,0,1
8,5,5,1,0,0,1,5,5,720279,720279,0,1
8,5,6,1,0,0,1,5,6,652529,652529,0,1
8,5,7,1,0,0,1,5,7,761107,761107,0,1
8,5,8,1,0,0,1,5,8,703934,703934,0,1
8,5,9,1,0,0,1,5,9,706873,706873,0,1
8,5,10,1,0,0,1,5,10,711662,711662,0,1
8,5,11,1,0,0,1,5,11,678873,678873,0,1
8,5,12,1,0,0,1,5,12,731611,731611,0,1
8,5,13,1,0,0,1,5,13,709650,709650,0,1
8,5,14,1,0,0,1,5,14,706533,706533,0,1
8,5,15,1,0,0,1,5,15,737155,737155,0,1
8,6,0,1,0,0,1,6,0,715749,715749,0,1
8,6,1,1,0,0,1,6,1,736710,736710,0,1
8,6,2,1,0,0,1,6,2,692360,692360,0,1
8,6,3,1,0,0,1,6,3,700121,700121,0,1
8,6,4,1,0,0,1,6,4,691565,691565,0,1
8,6,5,1,0,0,1,6,5,664050,664050,0,1
8,6,6,1,0,0,1,6,6,651302,651302,0,1
8,6,7,1,0,0,1,6,7,767094,767094,0,1
8,6,8,1,0,0,1,6,8,708565,708565,0,1
8,6,9,1,0,0,1,6,9,675145,675145,0,1
8,6,10,1,0,0,1,6,10,693971,693971,0,1
8,6,11,1,0,0,1,6,11,669541,669541,0,1
8,6,12,1,0,0,1,6,12,731826,731826,0,1
8,6,13,1,0,0,1,6,13,684726,684726,0,1
8,6,14,1,0,0,1,6,14,682028,682028,0,1
8,6,15,1,0,0,1,6,15,696865,696865,0,1
9,0,0,1,0,0,2,0,0,741200,741200,0,1
9,0,1,1,0,0,2,0,1,705040,705040,0,1
9,0,2,1,0,0,2,0,2,693424,693424,0,1
9,0,3,1,0,0,2,0,3,705827,705827,0,1
9,0,4,1,0,0,2,0,4,716580,716580,0,1
9,0,5,1,0,0,2,0,5,689990,689990,0,1
9,0,6,1,0,0,2,0,6,668169,668169,0,1
9,0,7,1,0,0,2,0,7,732265,732265,0,1
9,0,8,1,0,0,2,0,8,695665,695665,0,1
9,0,9,1,0,0,2,0,9,678216,678216,0,1
9,0,10,1,0,0,2,0,10,722883,722883,0,1
9,0,11,1,0,0,2,0,11,665136,665136,0,1
9,0,12,1,0,0,2,0,12,714309,714309,0,1
9,0,13,1,0,0,2,0,13,678538,678538,0,1
9,0,14,1,0,0,2,0,14,675157,675157,0,1
9,0,15,1,0,0,2,0,15,690739,690739,0,1
9,1,0,1,0,0,2,1,0,742088,742088,0,1
9,1,1,1,0,0,2,1,1,709736,709736,0,1
9,1,2,1,0,0,2,1,2,700192,700192,0,1
9,1,3,1,0,0,2,1,3,692195,692195,0,1
9,1,4,1,0,0,2,1,4,713896,713896,0,1
9,1,5,1,0,0,2,1,5,687942,687942,0,1
9,1,6,1,0,0,2,1,6,678386,678386,0,1
9,1,7,1,0,0,2,1,7,733205,733205,0,1
9,1,8,1,0,0,2,1,8,709731,709731,0,1
9,1,9,1,0,0,2,1,9,687310,687310,0,1
9,1,10,1,0,0,2,1,10,708556,708556,0,1
9,1,11,1,0,0,2,1,11,632444,632444,0,1
9,1,12,1,0,0,2,1,12,720585,720585,0,1
9,1,13,1,0,0,2,1,13,692476,692476,0,1
9,1,14,1,0,0,2,1,14,663515,663515,0,1
9,1,15,1,0,0,2,1,15,694580,694580,0,1
9,2,0,1,0,0,2,2,0,703081,703081,0,1
9,2,1,1,0,0,2,2,1,717314,717314,0,1
9,2,2,1,0,0,2,2,2,707536,707536,0,1
9,2,3,1,0,0,2,2,3,707838,707838,0,1
9,2,4,1,0,0,2,2,4,719989,719989,0,1
9,2,5,1,0,0,2,2,5,690715,690715,0,1
9,2,6,1,0,0,2,2,6,635455,635455,0,1
9,2,7,1,0,0,2,2,7,723917,723917,0,1
9,2,8,1,0,0,2,2,8,715618,715618,0,1
9,2,9,1,0,0,2,2,9,715078,715078,0,1
9,2,10,1,0,0,2,2,10,704777,704777,0,1
9,2,11,1,0,0,2,2,11,645033,645033,0,1
9,2,12,1,0,0,2,2,12,751389,751389,0,1
9,2,13,1,0,0,2,2,13,690475,690475,0,1
9,2,14,1,0,0,2,2,14,688152,688152,0,1
9,2,15,1,0,0,2,2,15,722964,722964,0,1
9,3,0,1,0,0,2,3,0,726063,726063,0,1
9,3,1,1,0,0,2,3,1,730293,730293,0,1
9,3,2,1,0,0,2,3,2,738159,738159,0,1
9,3,3,1,0,0,2,3,3,663908,663908,0,1
9,3,4,1,0,0,2,3,4,745965,745965,0,1
9,3,5,1,0,0,2,3,5,711427,711427,0,1
9,3,6,1,0,0,2,3,6,637474,637474,0,1
9,3,7,1,0,0,2,3,7,758978,758978,0,1
9,3,8,1,0,0,2,3,8,729387,729387,0,1
9,3,9,1,0,0,2,3,9,713656,713656,0,1
9,3,10,1,0,0,2,3,10,696637,696637,0,1
9,3,11,1,0,0,2,3,11,655764,655764,0,1
9,3,12,1,0,0,2,3,12,755590,755590,0,1
9,3,13,1,0,0,2,3,13,680173,680173,0,1
9,3,14,1,0,0,2,3,14,702473,702473,0,1
9,3,15,1,0,0,2,3,15,729836,729836,0,1
9,4,0,1,0,0,2,4,0,770638,770638,0,1
9,4,1,1,0,0,2,4,1,731041,731041,0,1
9,4,2,1,0,0,2,4,2,744394,744394,0,1
9,4,3,1,0,0,2,4,3,718167,718167,0,1
9,4,4,1,0,0,2,4,4,745288,745288,0,1
9,4,5,1,0,0,2,4,5,739223,739223,0,1
9,4,6,1,0,0,2,4,6,682818,682818,0,1
9,4,7,1,0,0,2,4,7,765405,765405,0,1
9,4,8,1,0,0,2,4,8,719102,719102,0,1
9,4,9,1,0,0,2,4,9,743626,743626,0,1
9,4,10,1,0,0,2,4,10,731032,731032,0,1
9,4,11,1,0,0,2,4,11,702233,702233,0,1
9,4,12,1,0,0,2,4,12,746156,746156,0,1
9,4,13,1,0,0,2,4,13,715943,715943,0,1
9,4,14,1,0,0,2,4,14,727556,727556,0,1
9,4,15,1,0,0,2,4,15,724903,724903,0,1
9,5,0,1,0,0,2,5,0,755883,755883,0,1
9,5,1,1,0,0,2,5,1,725402,725402,0,1
9,5,2,1,0,0,2,5,2,712032,712032,0,1
9,5,3,1,0,0,2,5,3,721116,721116,0,1
9,5,4,1,0,0,2,5,4,745387,745387,0,1
9,5,5,1,0,0,2,5,5,705980,705980,0,1
9,5,6,1,0,0,2,5,6,692134,692134,0,1
9,5,7,1,0,0,2,5,7,778035,778035,0,1
9,5,8,1,0,0,2,5,8,747292,747292,0,1
9,5,9,1,0,0,2,5,9,751304,751304,0,1
9,5,10,1,0,0,2,5,10,719592,719592,0,1
9,5,11,1,0,0,2,5,11,709192,709192,0,1
9,5,12,1,0,0,2,5,12,768943,768943,0,1
9,5,13,1,0,0,2,5,13,704859,704859,0,1
9,5,14,1,0,0,2,5,14,704712,704712,0,1
9,5,15,1,0,0,2,5,15,741690,744170,-2480,0
9,6,0,1,0,0,2,6,0,758377,758377,0,1
9,6,1,1,0,0,2,6,1,725312,725312,0,1
9,6,2,1,0,0,2,6,2,722696,722696,0,1
9,6,3,1,0,0,2,6,3,731225,731225,0,1
9,6,4,1,0,0,2,6,4,731740,731740,0,1
9,6,5,1,0,0,2,6,5,714365,714365,0,1
9,6,6,1,0,0,2,6,6,703363,703363,0,1
9,6,7,1,0,0,2,6,7,765689,765689,0,1
9,6,8,1,0,0,2,6,8,746572,746572,0,1
9,6,9,1,0,0,2,6,9,736901,736901,0,1
9,6,10,1,0,0,2,6,10,751967,751967,0,1
9,6,11,1,0,0,2,6,11,685127,685127,0,1
9,6,12,1,0,0,2,6,12,733388,733388,0,1
9,6,13,1,0,0,2,6,13,727551,727551,0,1
9,6,14,1,0,0,2,6,14,705791,701199,4592,0
9,6,15,1,0,0,2,6,15,732259,735557,-3298,0
10,0,0,1,0,0,3,0,0,728310,728310,0,1
10,0,1,1,0,0,3,0,1,696539,696539,0,1
10,0,2,1,0,0,3,0,2,679599,679599,0,1
10,0,3,1,0,0,3,0,3,689688,689688,0,1
10,0,4,1,0,0,3,0,4,704396,704396,0,1
10,0,5,1,0,0,3,0,5,660693,660693,0,1
10,0,6,1,0,0,3,0,6,650991,650991,0,1
10,0,7,1,0,0,3,0,7,730564,730564,0,1
10,0,8,1,0,0,3,0,8,691106,691106,0,1
10,0,9,1,0,0,3,0,9,681962,681962,0,1
10,0,10,1,0,0,3,0,10,698257,698257,0,1
10,0,11,1,0,0,3,0,11,650547,650547,0,1
10,0,12,1,0,0,3,0,12,704825,704825,0,1
10,0,13,1,0,0,3,0,13,688831,684768,4063,0
10,0,14,1,0,0,3,0,14,643912,645188,-1276,0
10,0,15,1,0,0,3,0,15,694187,697636,-3449,0
10,1,0,1,0,0,3,1,0,708179,708179,0,1
10,1,1,1,0,0,3,1,1,719485,719485,0,1
10,1,2,1,0,0,3,1,2,684665,684665,0,1
10,1,3,1,0,0,3,1,3,712683,712683,0,1
10,1,4,1,0,0,3,1,4,716598,716598,0,1
10,1,5,1,0,0,3,1,5,696328,696328,0,1
10,1,6,1,0,0,3,1,6,630531,630531,0,1
10,1,7,1,0,0,3,1,7,726445,726445,0,1
10,1,8,1,0,0,3,1,8,695981,695981,0,1
10,1,9,1,0,0,3,1,9,695231,695231,0,1
10,1,10,1,0,0,3,1,10,701904,701904,0,1
10,1,11,1,0,0,3,1,11,644711,644711,0,1
10,1,12,1,0,0,3,1,12,745329,736312,9017,0
10,1,13,1,0,0,3,1,13,671661,676553,-4892,0
10,1,14,1,0,0,3,1,14,646660,648212,-1552,0
10,1,15,1,0,0,3,1,15,727947,709610,18337,0
10,2,0,1,0,0,3,2,0,770848,770848,0,1
10,2,1,1,0,0,3,2,1,717752,717752,0,1
10,2,2,1,0,0,3,2,2,729274,729274,0,1
10,2,3,1,0,0,3,2,3,709365,709365,0,1
10,2,4,1,0,0,3,2,4,731428,731428,0,1
10,2,5,1,0,0,3,2,5,714600,714600,0,1
10,2,6,1,0,0,3,2,6,679921,679921,0,1
10,2,7,1,0,0,3,2,7,753881,753881,0,1
10,2,8,1,0,0,3,2,8,730370,730370,0,1
10,2,9,1,0,0,3,2,9,697776,697776,0,1
10,2,10,1,0,0,3,2,10,729717,729717,0,1
10,2,11,1,0,0,3,2,11,682943,681210,1733,0
10,2,12,1,0,0,3,2,12,763385,769571,-6186,0
10,2,13,1,0,0,3,2,13,701801,695624,6177,0
10,2,14,1,0,0,3,2,14,678327,692101,-13774,0
10,2,15,1,0,0,3,2,15,701773,692220,9553,0
10,3,0,1,0,0,3,3,0,741918,741918,0,1
10,3,1,1,0,0,3,3,1,721107,721107,0,1
10,3,2,1,0,0,3,3,2,712493,712493,0,1
10,3,3,1,0,0,3,3,3,714343,714343,0,1
10,3,4,1,0,0,3,3,4,740259,740259,0,1
10,3,5,1,0,0,3,3,5,717651,717651,0,1
10,3,6,1,0,0,3,3,6,698604,698604,0,1
10,3,7,1,0,0,3,3,7,744687,744687,0,1
10,3,8,1,0,0,3,3,8,723672,723672,0,1
10,3,9,1,0,0,3,3,9,697454,697454,0,1
10,3,10,1,0,0,3,3,10,710219,704014,6205,0
10,3,11,1,0,0,3,3,11,683344,692533,-9189,0
10,3,12,1,0,0,3,3,12,739410,723517,15893,0
10,3,13,1,0,0,3,3,13,686739,686885,-146,0
10,3,14,1,0,0,3,3,14,683743,693736,-9993,0
10,3,15,1,0,0,3,3,15,721548,726625,-5077,0
10,4,0,1,0,0,3,4,0,742126,742126,0,1
10,4,1,1,0,0,3,4,1,717593,717593,0,1
10,4,2,1,0,0,3,4,2,696176,696176,0,1
10,4,3,1,0,0,3,4,3,705390,705390,0,1
10,4,4,1,0,0,3,4,4,720678,720678,0,1
10,4,5,1,0,0,3,4,5,691652,691652,0,1
10,4,6,1,0,0,3,4,6,694614,694614,0,1
10,4,7,1,0,0,3,4,7,754697,754697,0,1
10,4,8,1,0,0,3,4,8,736883,736883,0,1
